"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!With an Internet subscription","Margin of Error!!Total:!!With an Internet subscription","Estimate!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total:!!With an Internet subscription!!Broadband of any type","Estimate!!Total:!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan","Estimate!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total:!!Internet access without a subscription","Margin of Error!!Total:!!Internet access without a subscription","Estimate!!Total:!!No Internet access","Margin of Error!!Total:!!No Internet access",
"1400000US06073002502","Census Tract 25.02; San Diego County; California","2349","226","2269","235","0","19","2269","235","2063","224","205","128","2027","240","178","121","242","101","0","19","0","19","0","19","80","81",
"1400000US06073002601","Census Tract 26.01; San Diego County; California","1516","183","1361","194","0","19","1361","194","1297","202","244","139","1001","182","47","46","130","55","0","19","0","19","19","28","136","108",
"1400000US06073002602","Census Tract 26.02; San Diego County; California","1359","288","1312","285","0","14","1312","285","1204","287","101","107","1184","280","108","84","74","55","0","14","0","14","0","14","47","36",
"1400000US06073002702","Census Tract 27.02; San Diego County; California","1928","179","1815","204","0","19","1815","204","1801","202","186","100","1629","205","14","24","33","46","0","19","0","19","27","27","86","76",
"1400000US06073002703","Census Tract 27.03; San Diego County; California","2356","276","2124","324","0","19","2124","324","2048","319","276","172","1719","330","76","72","187","135","0","19","0","19","20","32","212","147",
"1400000US06073002705","Census Tract 27.05; San Diego County; California","1514","323","1288","300","0","14","1288","300","1156","260","134","77","1154","311","132","147","79","57","0","14","0","14","63","58","163","121",
"1400000US06073002707","Census Tract 27.07; San Diego County; California","1578","264","1174","164","0","14","1174","164","1114","158","253","103","791","156","60","53","137","89","0","14","0","14","29","45","375","274",
"1400000US06073002708","Census Tract 27.08; San Diego County; California","1850","193","1561","206","8","18","1553","206","1404","187","288","113","1212","205","123","108","103","77","26","41","0","14","57","44","232","108",
"1400000US06073002709","Census Tract 27.09; San Diego County; California","1178","177","1024","194","0","14","1024","194","962","186","275","144","730","166","43","50","24","35","0","14","19","32","42","40","112","65",
"1400000US06073002710","Census Tract 27.10; San Diego County; California","1092","115","840","163","0","14","840","163","800","164","175","101","529","137","40","42","142","121","0","14","0","14","64","64","188","98",
"1400000US06073002711","Census Tract 27.11; San Diego County; California","995","119","931","127","0","14","931","127","893","118","91","39","796","118","5","8","82","46","33","39","0","14","22","27","42","38",
"1400000US06073002712","Census Tract 27.12; San Diego County; California","1759","167","1644","179","0","19","1644","179","1529","190","229","92","1389","182","83","67","88","40","8","13","0","19","0","19","115","80",
"1400000US06073002801","Census Tract 28.01; San Diego County; California","569","87","476","86","0","14","476","86","471","87","0","14","451","90","5","8","73","44","0","14","0","14","65","50","28","39",
"1400000US06073002803","Census Tract 28.03; San Diego County; California","2438","238","2336","252","0","19","2336","252","2260","269","245","147","2017","280","76","78","87","68","0","19","0","19","0","19","102","76",
"1400000US06073002804","Census Tract 28.04; San Diego County; California","1545","192","1462","190","0","19","1462","190","1321","179","11","20","1357","203","127","85","113","67","0","19","14","21","42","41","41","50",
"1400000US06073002902","Census Tract 29.02; San Diego County; California","2587","243","2255","242","0","19","2255","242","2142","260","156","94","2042","248","113","72","61","71","0","19","0","19","151","134","181","100",
"1400000US06073002903","Census Tract 29.03; San Diego County; California","1592","372","1555","376","0","14","1555","376","1536","373","102","55","1436","376","19","22","98","70","0","14","0","14","10","16","27","42",
"1400000US06073002904","Census Tract 29.04; San Diego County; California","2488","320","2231","295","0","19","2231","295","2097","295","90","74","2075","280","122","96","204","103","12","19","0","19","172","98","85","72",
"1400000US06073002905","Census Tract 29.05; San Diego County; California","1918","188","1850","196","0","19","1850","196","1815","195","185","98","1649","218","19","21","16","26","16","26","0","19","20","24","48","38",
"1400000US06073003001","Census Tract 30.01; San Diego County; California","1145","148","995","145","0","14","995","145","945","155","60","45","912","150","31","32","77","51","0","14","0","14","45","49","105","98",
"1400000US06073003003","Census Tract 30.03; San Diego County; California","1587","119","1490","145","6","10","1484","144","1390","160","114","75","1298","172","87","59","196","93","0","14","0","14","5","10","92","84",
"1400000US06073003004","Census Tract 30.04; San Diego County; California","1466","169","1351","189","0","19","1351","189","1286","198","248","139","1077","184","46","56","88","56","0","19","0","19","0","19","115","83",
"1400000US06073003101","Census Tract 31.01; San Diego County; California","1028","117","971","132","0","14","971","132","912","140","230","102","684","101","54","42","90","52","0","14","0","14","20","23","37","37",
"1400000US06073003103","Census Tract 31.03; San Diego County; California","1704","175","1582","178","0","19","1582","178","1496","190","120","58","1413","193","86","65","112","92","0","19","0","19","32","39","90","53",
"1400000US06073003105","Census Tract 31.05; San Diego County; California","1221","249","1191","254","6","10","1185","256","1000","254","75","59","1047","233","137","77","135","95","48","77","0","14","17","26","13","20",
"1400000US06073003107","Census Tract 31.07; San Diego County; California","1538","160","1496","159","0","19","1496","159","1421","173","161","75","1318","184","66","52","126","56","9","14","0","19","9","17","33","33",
"1400000US06073003108","Census Tract 31.08; San Diego County; California","1021","127","915","144","0","14","915","144","880","146","99","69","795","131","35","22","113","67","0","14","0","14","17","21","89","56",
"1400000US06073003109","Census Tract 31.09; San Diego County; California","861","152","835","158","0","14","835","158","817","155","57","31","757","166","18","20","64","32","0","14","0","14","18","20","8","12",
"1400000US06073003111","Census Tract 31.11; San Diego County; California","1828","185","1578","204","0","19","1578","204","1351","219","342","136","1207","207","188","107","83","60","9","15","0","19","28","32","222","97",
"1400000US06073003112","Census Tract 31.12; San Diego County; California","1161","110","1114","118","0","14","1114","118","1066","125","87","66","958","133","48","37","185","92","0","14","0","14","33","40","14","22",
"1400000US06073003113","Census Tract 31.13; San Diego County; California","1205","103","1177","106","0","14","1177","106","1115","117","100","50","1031","114","62","43","156","74","0","14","0","14","0","14","28","26",
"1400000US06073003114","Census Tract 31.14; San Diego County; California","894","135","849","136","0","14","849","136","811","140","21","30","780","134","33","23","74","39","5","7","0","14","0","14","45","40",
"1400000US06073003115","Census Tract 31.15; San Diego County; California","1655","152","1467","177","0","19","1467","177","1332","173","195","87","1264","183","135","81","63","35","0","19","0","19","9","14","179","104",
"1400000US06073003201","Census Tract 32.01; San Diego County; California","1515","309","1426","281","0","19","1426","281","1407","281","145","118","1250","279","19","19","97","81","0","19","0","19","24","29","65","77",
"1400000US06073003202","Census Tract 32.02; San Diego County; California","1289","130","1195","128","0","14","1195","128","1188","128","177","104","1014","103","7","13","128","103","0","14","0","14","0","14","94","61",
"1400000US06073003204","Census Tract 32.04; San Diego County; California","1054","100","959","109","0","14","959","109","906","114","107","74","848","111","53","51","4","8","0","14","0","14","18","26","77","59",
"1400000US06073003207","Census Tract 32.07; San Diego County; California","2276","305","1868","194","0","19","1868","194","1791","204","217","121","1603","217","77","50","159","82","0","19","0","19","0","19","408","258",
"1400000US06073003208","Census Tract 32.08; San Diego County; California","2031","161","1938","181","0","19","1938","181","1870","188","321","194","1597","249","53","44","74","63","0","19","0","19","0","19","93","100",
"1400000US06073003209","Census Tract 32.09; San Diego County; California","1765","222","1717","221","0","19","1717","221","1639","226","269","118","1430","230","78","72","210","118","0","19","0","19","0","19","48","48",
"1400000US06073003211","Census Tract 32.11; San Diego County; California","903","112","874","113","8","12","866","116","832","117","102","57","755","126","26","26","83","47","4","6","0","14","7","11","22","16",
"1400000US06073003212","Census Tract 32.12; San Diego County; California","1048","91","1008","97","0","14","1008","97","905","94","53","46","948","97","103","73","51","42","0","14","0","14","0","14","40","34",
"1400000US06073003213","Census Tract 32.13; San Diego County; California","998","68","972","72","0","14","972","72","972","72","96","70","865","113","0","14","55","47","0","14","0","14","0","14","26","28",
"1400000US06073003214","Census Tract 32.14; San Diego County; California","1551","240","1281","190","0","14","1281","190","1147","150","99","52","1157","178","134","124","78","42","0","14","0","14","17","19","253","155",
"1400000US06073003301","Census Tract 33.01; San Diego County; California","1014","107","970","108","0","14","970","108","931","115","195","99","774","120","39","38","16","23","0","14","0","14","16","26","28","29",
"1400000US06073003303","Census Tract 33.03; San Diego County; California","1401","209","1166","207","0","14","1166","207","1082","209","210","91","937","215","84","87","67","80","0","14","0","14","10","16","225","137",
"1400000US06073003304","Census Tract 33.04; San Diego County; California","1065","151","901","137","7","11","894","136","830","116","184","68","692","133","64","67","53","45","0","14","0","14","19","23","145","81",
"1400000US06073003305","Census Tract 33.05; San Diego County; California","1666","201","1534","209","0","19","1534","209","1493","208","347","117","1154","216","41","43","93","67","0","19","0","19","22","37","110","63",
"1400000US06073003401","Census Tract 34.01; San Diego County; California","2026","260","1929","275","0","19","1929","275","1885","274","330","186","1562","237","19","31","255","127","0","19","0","19","37","40","60","62",
"1400000US06073003403","Census Tract 34.03; San Diego County; California","1052","94","859","118","0","14","859","118","749","129","226","100","585","99","110","63","15","18","0","14","0","14","30","36","163","87",
"1400000US06073003404","Census Tract 34.04; San Diego County; California","1150","148","1090","140","0","14","1090","140","995","160","154","112","906","130","88","63","122","77","7","11","0","14","16","19","44","43",
"1400000US06073003501","Census Tract 35.01; San Diego County; California","1003","166","891","146","0","14","891","146","864","150","269","103","622","153","27","38","24","28","0","14","0","14","9","18","103","89",
"1400000US06073003502","Census Tract 35.02; San Diego County; California","1203","124","1058","132","0","14","1058","132","934","129","238","138","797","116","124","80","49","36","0","14","0","14","73","87","72","58",
"1400000US06073003601","Census Tract 36.01; San Diego County; California","759","120","660","132","0","14","660","132","645","132","123","62","537","118","15","18","11","16","0","14","0","14","11","18","88","62",
"1400000US06073003602","Census Tract 36.02; San Diego County; California","840","133","746","119","0","14","746","119","669","132","97","66","634","111","77","46","49","39","0","14","0","14","0","14","94","71",
"1400000US06073003603","Census Tract 36.03; San Diego County; California","1025","92","901","104","0","14","901","104","861","117","225","119","676","132","40","49","4","7","0","14","0","14","9","16","115","92",
"1400000US06073003800","Census Tract 38; San Diego County; California","16","27","16","27","0","19","16","27","0","19","0","19","16","27","16","27","0","19","0","19","0","19","0","19","0","19",
"1400000US06073003901","Census Tract 39.01; San Diego County; California","1068","137","1034","143","0","14","1034","143","901","150","109","86","839","114","133","59","162","91","0","14","0","14","12","18","22","25",
"1400000US06073003902","Census Tract 39.02; San Diego County; California","1378","247","1246","279","0","14","1246","279","938","209","328","155","918","277","308","252","62","50","0","14","0","14","54","61","78","72",
"1400000US06073004000","Census Tract 40; San Diego County; California","1206","163","1036","148","0","14","1036","148","928","159","145","102","853","175","84","62","90","80","0","14","0","14","27","45","143","95",
"1400000US06073004101","Census Tract 41.01; San Diego County; California","2268","462","2184","467","0","14","2184","467","2081","476","289","136","1878","479","103","85","204","90","0","14","0","14","19","30","65","70",
"1400000US06073004102","Census Tract 41.02; San Diego County; California","852","209","791","217","0","14","791","217","748","243","34","25","744","213","43","62","90","63","0","14","0","14","41","37","20","31",
"1400000US06073004200","Census Tract 42; San Diego County; California","2263","191","2201","189","0","19","2201","189","2195","188","84","67","2098","207","6","11","114","74","0","19","0","19","12","22","50","55",
"1400000US06073004300","Census Tract 43; San Diego County; California","1957","198","1882","193","0","14","1882","193","1803","209","190","78","1668","204","79","53","86","59","0","14","0","14","25","40","50","50",
"1400000US06073004400","Census Tract 44; San Diego County; California","1734","212","1705","216","0","14","1705","216","1660","216","227","146","1407","173","45","35","87","60","0","14","0","14","7","12","22","33",
"1400000US06073004501","Census Tract 45.01; San Diego County; California","1528","160","1426","156","0","14","1426","156","1395","170","151","100","1252","166","31","35","27","39","0","14","0","14","9","15","93","55",
"1400000US06073004600","Census Tract 46; San Diego County; California","1043","139","997","139","0","14","997","139","950","139","179","102","818","119","37","39","32","38","0","14","0","14","11","17","35","36",
"1400000US06073004700","Census Tract 47; San Diego County; California","693","157","663","159","0","14","663","159","658","161","186","129","477","112","5","17","36","33","0","14","0","14","8","11","22","26",
"1400000US06073004800","Census Tract 48; San Diego County; California","1288","285","1159","288","0","14","1159","288","1003","239","237","115","887","290","156","183","62","50","0","14","0","14","56","42","73","67",
"1400000US06073004900","Census Tract 49; San Diego County; California","1611","215","1240","202","10","16","1230","203","1172","202","165","102","1055","229","58","46","184","92","0","19","0","19","84","79","287","155",
"1400000US06073005000","Census Tract 50; San Diego County; California","668","153","611","148","0","14","611","148","507","156","157","148","435","116","104","73","15","26","0","14","0","14","0","14","57","49",
"1400000US06073005101","Census Tract 51.01; San Diego County; California","1509","191","1433","196","0","14","1433","196","1292","219","355","111","1078","209","141","113","26","27","0","14","0","14","54","69","22","26",
"1400000US06073005102","Census Tract 51.02; San Diego County; California","3222","310","2899","251","0","14","2899","251","2763","291","151","129","2748","279","115","96","0","14","0","14","0","14","38","66","285","185",
"1400000US06073005103","Census Tract 51.03; San Diego County; California","787","184","490","161","0","14","490","161","490","161","191","102","249","141","0","14","0","14","0","14","0","14","119","85","178","118",
"1400000US06073005201","Census Tract 52.01; San Diego County; California","2063","234","1927","230","0","14","1927","230","1845","232","87","58","1840","234","82","61","58","57","0","14","0","14","30","49","106","74",
"1400000US06073005202","Census Tract 52.02; San Diego County; California","3344","408","2906","360","0","19","2906","360","2636","367","180","98","2659","365","75","63","122","119","0","19","0","19","193","225","245","101",
"1400000US06073005301","Census Tract 53.01; San Diego County; California","1975","248","1790","243","0","14","1790","243","1733","245","454","219","1336","192","57","71","129","145","0","14","0","14","16","27","169","125",
"1400000US06073005302","Census Tract 53.02; San Diego County; California","1301","240","1177","239","0","14","1177","239","1136","240","81","69","1045","237","41","46","38","39","0","14","0","14","0","14","124","127",
"1400000US06073005401","Census Tract 54.01; San Diego County; California","1182","300","1182","300","0","14","1182","300","1182","300","48","49","1134","302","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US06073005402","Census Tract 54.02; San Diego County; California","2637","511","2615","512","0","14","2615","512","2516","523","341","159","2236","502","99","119","173","115","0","14","0","14","22","35","0","14",
"1400000US06073005403","Census Tract 54.03; San Diego County; California","1555","223","1479","214","0","14","1479","214","1454","211","57","52","1403","216","25","40","84","100","0","14","0","14","76","82","0","14",
"1400000US06073005500","Census Tract 55; San Diego County; California","16","17","16","17","0","14","16","17","16","17","0","14","16","17","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US06073005601","Census Tract 56.01; San Diego County; California","1839","206","1472","283","0","14","1472","283","1257","241","138","96","1297","306","195","156","37","55","0","14","0","14","117","103","250","164",
"1400000US06073005602","Census Tract 56.02; San Diego County; California","1381","150","1371","151","0","14","1371","151","1207","203","38","42","1284","148","164","137","83","81","0","14","0","14","0","14","10","18",
"1400000US06073005700","Census Tract 57; San Diego County; California","925","121","854","113","0","14","854","113","798","114","166","77","682","98","50","35","29","23","6","10","0","14","47","37","24","21",
"1400000US06073005801","Census Tract 58.01; San Diego County; California","1244","142","1086","159","0","14","1086","159","1034","163","152","86","934","153","52","51","70","64","0","14","0","14","140","105","18","28",
"1400000US06073005802","Census Tract 58.02; San Diego County; California","1796","219","1707","216","0","14","1707","216","1707","216","183","123","1506","227","0","14","158","111","0","14","0","14","0","14","89","132",
"1400000US06073005900","Census Tract 59; San Diego County; California","2087","243","1927","251","0","14","1927","251","1829","248","236","135","1666","257","98","71","25","29","0","14","0","14","78","65","82","69",
"1400000US06073006000","Census Tract 60; San Diego County; California","2458","294","2296","318","0","14","2296","318","2173","310","39","41","2185","325","84","81","130","124","0","14","0","14","134","126","28","32",
"1400000US06073006100","Census Tract 61; San Diego County; California","1087","136","1045","133","0","14","1045","133","979","140","87","59","931","128","46","40","64","45","0","14","20","33","13","20","29","42",
"1400000US06073006200","Census Tract 62; San Diego County; California","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US06073006300","Census Tract 63; San Diego County; California","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US06073006500","Census Tract 65; San Diego County; California","1594","198","1367","150","0","14","1367","150","1256","169","425","127","911","138","104","56","61","55","7","11","0","14","6","10","221","139",
"1400000US06073006600","Census Tract 66; San Diego County; California","476","73","471","74","0","14","471","74","471","74","33","28","438","77","0","14","15","24","0","14","0","14","0","14","5","9",
"1400000US06073006801","Census Tract 68.01; San Diego County; California","1569","248","1500","266","0","14","1500","266","1409","276","136","58","1338","258","85","69","60","51","6","10","0","14","24","24","45","71",
"1400000US06073006802","Census Tract 68.02; San Diego County; California","2741","231","2442","302","44","53","2398","301","2338","304","347","182","1966","293","45","49","195","115","0","19","0","19","146","102","153","117",
"1400000US06073006900","Census Tract 69; San Diego County; California","2098","232","1999","239","0","19","1999","239","1956","242","84","61","1888","246","43","67","41","37","0","19","0","19","85","70","14","23",
"1400000US06073007002","Census Tract 70.02; San Diego County; California","1270","125","1220","120","0","14","1220","120","1099","125","65","48","1131","130","87","88","60","50","24","36","0","14","10","16","40","35",
"1400000US06073007100","Census Tract 71; San Diego County; California","2091","300","2025","296","0","14","2025","296","1852","267","126","82","1884","307","173","131","72","58","0","14","0","14","17","29","49","82",
"1400000US06073007200","Census Tract 72; San Diego County; California","1523","138","1473","129","0","19","1473","129","1362","120","145","73","1307","141","111","68","89","58","0","19","0","19","18","20","32","53",
"1400000US06073007302","Census Tract 73.02; San Diego County; California","987","170","979","171","0","14","979","171","934","168","37","33","922","173","45","31","36","22","0","14","0","14","0","14","8","13",
"1400000US06073007303","Census Tract 73.03; San Diego County; California","922","121","922","121","0","14","922","121","900","116","102","75","820","136","22","20","7","11","0","14","0","14","0","14","0","14",
"1400000US06073007304","Census Tract 73.04; San Diego County; California","2039","309","1953","311","0","14","1953","311","1890","276","271","146","1636","362","63","92","48","60","0","14","0","14","24","36","62","60",
"1400000US06073007401","Census Tract 74.01; San Diego County; California","1413","315","1387","313","0","14","1387","313","1328","315","79","62","1308","309","59","63","26","39","0","14","0","14","0","14","26","30",
"1400000US06073007402","Census Tract 74.02; San Diego County; California","1577","267","1440","273","0","14","1440","273","1381","273","190","111","1227","271","48","38","35","36","0","14","0","14","35","52","102","77",
