OID_,shape_id,route_id,route_short,route_long,route_type,agency_id,route_desc,route_url,route_color,route_text_color,route_type_text,RouteShapeName,route_color_RGB,route_text_color_RGB,Shape_Length
38,3130042,313,313,Oceanside TC - Town Center North,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3130042_313,"(0, 0, 153)","(255, 255, 255)",55468.99540579816
39,3130043,313,313,Oceanside TC - Town Center North,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3130043_313,"(0, 0, 153)","(255, 255, 255)",53780.55626855786
40,3130044,313,313,Oceanside TC - Town Center North,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3130044_313,"(0, 0, 153)","(255, 255, 255)",24576.464922385352
41,3130045,313,313,Oceanside TC - Town Center North,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3130045_313,"(0, 0, 153)","(255, 255, 255)",26044.872006216017
42,3130046,313,313,Oceanside TC - Town Center North,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3130046_313,"(0, 0, 153)","(255, 255, 255)",58247.36222958414
43,3130047,313,313,Oceanside TC - Town Center North,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3130047_313,"(0, 0, 153)","(255, 255, 255)",56529.96762356657
44,3130048,313,313,Oceanside TC - Town Center North,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3130048_313,"(0, 0, 153)","(255, 255, 255)",27325.876277394047
45,3130049,313,313,Oceanside TC - Town Center North,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3130049_313,"(0, 0, 153)","(255, 255, 255)",28823.23883000201
46,3150102,315,315,College Bl Sprinter Sta - 22 Area via Vandegrift,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3150102_315,"(0, 0, 153)","(255, 255, 255)",73531.28003118005
47,3150103,315,315,College Bl Sprinter Sta - 22 Area via Vandegrift,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3150103_315,"(0, 0, 153)","(255, 255, 255)",100169.90384427528
48,3150104,315,315,College Bl Sprinter Sta - 22 Area via Vandegrift,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3150104_315,"(0, 0, 153)","(255, 255, 255)",97694.72147344043
49,3150105,315,315,College Bl Sprinter Sta - 22 Area via Vandegrift,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3150105_315,"(0, 0, 153)","(255, 255, 255)",73956.5031253337
50,3180094,318,318,Oceanside TC - Vista TC via Oceanside Blvd,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3180094_318,"(0, 0, 153)","(255, 255, 255)",27830.345602021087
51,3180097,318,318,Oceanside TC - Vista TC via Oceanside Blvd,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3180097_318,"(0, 0, 153)","(255, 255, 255)",72622.36457583832
52,3180098,318,318,Oceanside TC - Vista TC via Oceanside Blvd,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3180098_318,"(0, 0, 153)","(255, 255, 255)",72200.04688277484
53,3180099,318,318,Oceanside TC - Vista TC via Oceanside Blvd,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3180099_318,"(0, 0, 153)","(255, 255, 255)",76808.42357239443
54,3180100,318,318,Oceanside TC - Vista TC via Oceanside Blvd,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3180100_318,"(0, 0, 153)","(255, 255, 255)",77933.01885832445
55,3180101,318,318,Oceanside TC - Vista TC via Oceanside Blvd,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3180101_318,"(0, 0, 153)","(255, 255, 255)",27830.345602021087
56,3230087,323,323,College Sprinter - Quarry Creek,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3230087_323,"(0, 0, 153)","(255, 255, 255)",25643.638335696098
57,3230088,323,323,College Sprinter - Quarry Creek,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3230088_323,"(0, 0, 153)","(255, 255, 255)",45607.91850184812
58,3250061,325,325,Carlsbad Village - College Sprinter,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3250061_325,"(0, 0, 153)","(255, 255, 255)",57397.51495202452
59,3250062,325,325,Carlsbad Village - College Sprinter,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3250062_325,"(0, 0, 153)","(255, 255, 255)",59926.83286160496
60,3320078,332,332,Vista TC - Buena Creek Station,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3320078_332,"(0, 0, 153)","(255, 255, 255)",61955.362009147255
61,3320079,332,332,Vista TC - Buena Creek Station,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3320079_332,"(0, 0, 153)","(255, 255, 255)",60200.86226119211
62,3320080,332,332,Vista TC - Buena Creek Station,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3320080_332,"(0, 0, 153)","(255, 255, 255)",55912.93918954031
63,3320081,332,332,Vista TC - Buena Creek Station,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3320081_332,"(0, 0, 153)","(255, 255, 255)",57667.43964453679
64,3320082,332,332,Vista TC - Buena Creek Station,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3320082_332,"(0, 0, 153)","(255, 255, 255)",57667.43982617227
65,3340013,334,334,Vista Circulator,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3340013_334,"(0, 0, 153)","(255, 255, 255)",34281.66477175503
66,3470026,347,347,CSUSM to PCTC,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3470026_347,"(0, 0, 153)","(255, 255, 255)",29986.030126760776
67,3470027,347,347,CSUSM to PCTC,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3470027_347,"(0, 0, 153)","(255, 255, 255)",29851.463472778756
68,3500058,350,350,BREEZE Rapid:  ETC - Del Lago TC,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3500058_350,"(0, 0, 153)","(255, 255, 255)",29517.474161467024
69,3500059,350,350,BREEZE Rapid:  ETC - Del Lago TC,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3500059_350,"(0, 0, 153)","(255, 255, 255)",30625.09213851998
70,3500060,350,350,BREEZE Rapid:  ETC - Del Lago TC,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3500060_350,"(0, 0, 153)","(255, 255, 255)",21319.79646924893
71,3510054,351,351,Escondido Circulator (CCW),3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3510054_351,"(0, 0, 153)","(255, 255, 255)",33588.38503706178
72,3510055,351,351,Escondido Circulator (CCW),3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3510055_351,"(0, 0, 153)","(255, 255, 255)",16162.184869163311
73,3520043,352,352,Midway & Washington (Clock),3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3520043_352,"(0, 0, 153)","(255, 255, 255)",33327.274087801954
74,3520044,352,352,Midway & Washington (Clock),3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3520044_352,"(0, 0, 153)","(255, 255, 255)",15381.86246965096
75,3530028,353,353,Escondido to Nordahl Market Pl via Citracado,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3530028_353,"(0, 0, 153)","(255, 255, 255)",26671.633974021777
76,3530029,353,353,Escondido to Nordahl Market Pl via Citracado,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3530029_353,"(0, 0, 153)","(255, 255, 255)",25860.801425213984
77,3530030,353,353,Escondido to Nordahl Market Pl via Citracado,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3530030_353,"(0, 0, 153)","(255, 255, 255)",26671.633992502582
78,3540023,354,354,Escondido TC - Orange Glen High School,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3540023_354,"(0, 0, 153)","(255, 255, 255)",30306.431176163933
79,3540024,354,354,Escondido TC - Orange Glen High School,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3540024_354,"(0, 0, 153)","(255, 255, 255)",9386.957169764199
80,3540025,354,354,Escondido TC - Orange Glen High School,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3540025_354,"(0, 0, 153)","(255, 255, 255)",33137.86776359648
81,3550016,355,355,N. Broadway to El Norte Parkway,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3550016_355,"(0, 0, 153)","(255, 255, 255)",52065.62663169709
82,3550017,355,355,N. Broadway to El Norte Parkway,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3550017_355,"(0, 0, 153)","(255, 255, 255)",52065.626633814594
83,3560006,356,356,Morningview & Escondido Blvd (Clock),3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3560006_356,"(0, 0, 153)","(255, 255, 255)",24100.279785925424
84,3570014,357,357,Valley Parkway to El Norte Parkway,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3570014_357,"(0, 0, 153)","(255, 255, 255)",50450.33788804462
85,3570015,357,357,Valley Parkway to El Norte Parkway,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3570015_357,"(0, 0, 153)","(255, 255, 255)",50282.39454715101
86,3570017,357,357,Valley Parkway to El Norte Parkway,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3570017_357,"(0, 0, 153)","(255, 255, 255)",50450.33846046186
87,3570018,357,357,Valley Parkway to El Norte Parkway,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3570018_357,"(0, 0, 153)","(255, 255, 255)",50450.336725145295
88,3580016,358,358,Escondido Country Club (Clock),3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3580016_358,"(0, 0, 153)","(255, 255, 255)",52239.12847802321
89,3590015,359,359,Escondido Country Club (Counter),3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3590015_359,"(0, 0, 153)","(255, 255, 255)",52239.13012735275
90,3710027,371,371,Escondido - Ramona,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3710027_371,"(0, 0, 153)","(255, 255, 255)",103881.27476109576
91,3710028,371,371,Escondido - Ramona,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3710028_371,"(0, 0, 153)","(255, 255, 255)",101243.8453723682
92,3710029,371,371,Escondido - Ramona,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3710029_371,"(0, 0, 153)","(255, 255, 255)",105941.05113506904
93,3710031,371,371,Escondido - Ramona,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3710031_371,"(0, 0, 153)","(255, 255, 255)",101243.8459453486
94,3710032,371,371,Escondido - Ramona,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3710032_371,"(0, 0, 153)","(255, 255, 255)",105941.05170804945
95,3710033,371,371,Escondido - Ramona,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3710033_371,"(0, 0, 153)","(255, 255, 255)",103881.27486592616
96,3880039,388,388,Escondido - Pala,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3880039_388,"(0, 0, 153)","(255, 255, 255)",172776.53253596244
97,3880040,388,388,Escondido - Pala,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3880040_388,"(0, 0, 153)","(255, 255, 255)",172363.4404222032
98,3880043,388,388,Escondido - Pala,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3880043_388,"(0, 0, 153)","(255, 255, 255)",172776.53310837972
99,3880044,388,388,Escondido - Pala,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3880044_388,"(0, 0, 153)","(255, 255, 255)",172363.44042432072
100,3920036,392,392,Oceanside TC - 14 Area,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3920036_392,"(0, 0, 153)","(255, 255, 255)",90403.9584265321
101,3920037,392,392,Oceanside TC - 14 Area,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3920037_392,"(0, 0, 153)","(255, 255, 255)",87500.12766511568
102,3920038,392,392,Oceanside TC - 14 Area,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3920038_392,"(0, 0, 153)","(255, 255, 255)",87027.56998035022
103,3920039,392,392,Oceanside TC - 14 Area,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3920039_392,"(0, 0, 153)","(255, 255, 255)",90500.95132859892
104,3950049,395,395,Oceanside TC - Camp San Onofre,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3950049_395,"(0, 0, 153)","(255, 255, 255)",130052.93475709908
105,3950051,395,395,Oceanside TC - Camp San Onofre,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3950051_395,"(0, 0, 153)","(255, 255, 255)",131003.92898404278
106,3950052,395,395,Oceanside TC - Camp San Onofre,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3950052_395,"(0, 0, 153)","(255, 255, 255)",129580.37707233363
107,3950053,395,395,Oceanside TC - Camp San Onofre,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,3950053_395,"(0, 0, 153)","(255, 255, 255)",131100.9218861096
108,3980014,398,,COASTER,2,NCTD,,http://www.gonctd.com/coaster,00459D,FFFFFF,Rail,3980014_398,"(0, 0, 153)","(255, 255, 255)",214514.77466508272
109,3980016,398,,COASTER,2,NCTD,,http://www.gonctd.com/coaster,00459D,FFFFFF,Rail,3980016_398,"(0, 0, 153)","(255, 255, 255)",214689.65480992547
110,3990012,399,,SPRINTER,0,NCTD,,http://www.gonctd.com/sprinter,00AB9B,FFFFFF,"Tram, Streetcar, Light rail",3990012_399,"(0, 0, 153)","(255, 255, 255)",115836.73267949716
111,3990013,399,,SPRINTER,0,NCTD,,http://www.gonctd.com/sprinter,00AB9B,FFFFFF,"Tram, Streetcar, Light rail",3990013_399,"(0, 0, 153)","(255, 255, 255)",115836.73267949714
112,3990014,399,,SPRINTER,0,NCTD,,http://www.gonctd.com/sprinter,00AB9B,FFFFFF,"Tram, Streetcar, Light rail",3990014_399,"(0, 0, 153)","(255, 255, 255)",64185.87399322318
113,4440020,444,444,Poinsettia Station Coaster Conx - Faraday,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,4440020_444,"(0, 0, 153)","(255, 255, 255)",44973.0267630988
114,4440022,444,444,Poinsettia Station Coaster Conx - Faraday,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,4440022_444,"(0, 0, 153)","(255, 255, 255)",44196.26539235226
115,4450063,445,445,Poinsettia - Palomar College via PAR,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,4450063_445,"(0, 0, 153)","(255, 255, 255)",60211.5333110532
116,4450064,445,445,Poinsettia - Palomar College via PAR,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,4450064_445,"(0, 0, 153)","(255, 255, 255)",60683.18050327395
117,6040006,604,604,Encinitas - San Marcos,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6040006_604,"(0, 0, 153)","(255, 255, 255)",84307.31699227566
118,6040009,604,604,Encinitas - San Marcos,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6040009_604,"(0, 0, 153)","(255, 255, 255)",84325.82809658375
119,6040010,604,604,Encinitas - San Marcos,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6040010_604,"(0, 0, 153)","(255, 255, 255)",79573.49013283922
120,6080006,608,608,Escondido TC - Del Lago Academy,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6080006_608,"(0, 0, 153)","(255, 255, 255)",15580.46574652684
121,6080007,608,608,Escondido TC - Del Lago Academy,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6080007_608,"(0, 0, 153)","(255, 255, 255)",15589.325781035011
122,6090007,609,609,Encinitas Station - Sage Creek HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6090007_609,"(0, 0, 153)","(255, 255, 255)",64383.54979397592
123,6090008,609,609,Encinitas Station - Sage Creek HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6090008_609,"(0, 0, 153)","(255, 255, 255)",43569.93360475382
124,6230007,623,623,College Sprinter - Sage Creek HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6230007_623,"(0, 0, 153)","(255, 255, 255)",65452.35002991395
125,6230008,623,623,College Sprinter - Sage Creek HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6230008_623,"(0, 0, 153)","(255, 255, 255)",90598.17352431099
126,6230010,623,623,College Sprinter - Sage Creek HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6230010_623,"(0, 0, 153)","(255, 255, 255)",59013.3644674545
127,6230011,623,623,College Sprinter - Sage Creek HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6230011_623,"(0, 0, 153)","(255, 255, 255)",59559.98712526371
128,6320006,632,632,Vista TC - Rancho Buena Vista HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6320006_632,"(0, 0, 153)","(255, 255, 255)",18094.101681231965
129,6320007,632,632,Vista TC - Rancho Buena Vista HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6320007_632,"(0, 0, 153)","(255, 255, 255)",24805.97616121116
130,6510004,651,651,Escondido Circulator - Orange Glen HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6510004_651,"(0, 0, 153)","(255, 255, 255)",45932.796522855584
131,6520004,652,652,Midway & Washington - Orange Glen HS,3,NCTD,,http://www.gonctd.com/breeze,008C9B,FFFFFF,Bus,6520004_652,"(0, 0, 153)","(255, 255, 255)",45671.68661397693
132,105_0_98,105,105,Old Town - University City,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=105,000099,FFFFFF,Bus,105_0_98_105,"(0, 0, 153)","(255, 255, 255)",54630.034465856195
133,105_0_99,105,105,Old Town - University City,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=105,000099,FFFFFF,Bus,105_0_99_105,"(0, 0, 153)","(255, 255, 255)",32981.031048265846
134,105_1_102,105,105,Old Town - University City,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=105,000099,FFFFFF,Bus,105_1_102_105,"(0, 0, 153)","(255, 255, 255)",37947.438291409395
135,105_1_103,105,105,Old Town - University City,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=105,000099,FFFFFF,Bus,105_1_103_105,"(0, 0, 153)","(255, 255, 255)",54934.031196192154
136,105_1_104,105,105,Old Town - University City,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=105,000099,FFFFFF,Bus,105_1_104_105,"(0, 0, 153)","(255, 255, 255)",25812.64620313581
137,10_2_69,10,10,Old Town - University/College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=10,000099,FFFFFF,Bus,10_2_69_10,"(0, 0, 153)","(255, 255, 255)",46979.33433483602
138,10_2_71,10,10,Old Town - University/College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=10,000099,FFFFFF,Bus,10_2_71_10,"(0, 0, 153)","(255, 255, 255)",35911.244343862374
139,10_3_70,10,10,Old Town - University/College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=10,000099,FFFFFF,Bus,10_3_70_10,"(0, 0, 153)","(255, 255, 255)",48479.256004075985
140,10_3_72,10,10,Old Town - University/College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=10,000099,FFFFFF,Bus,10_3_72_10,"(0, 0, 153)","(255, 255, 255)",33028.30965582352
141,110_0_22,110,110,Mira Mesa - Downtown via Hwy 163,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=110,000099,FFFFFF,Bus,110_0_22_110,"(0, 0, 153)","(255, 255, 255)",104997.84934526152
142,110_1_21,110,110,Mira Mesa - Downtown via Hwy 163,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=110,000099,FFFFFF,Bus,110_1_21_110,"(0, 0, 153)","(255, 255, 255)",103910.4279179629
143,115_2_79,115,115,El Cajon T.C. - SDSU T.C.,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=115,000099,FFFFFF,Bus,115_2_79_115,"(0, 0, 153)","(255, 255, 255)",32338.018884367495
144,115_2_81,115,115,El Cajon T.C. - SDSU T.C.,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=115,000099,FFFFFF,Bus,115_2_81_115,"(0, 0, 153)","(255, 255, 255)",61830.65368542412
145,115_2_82,115,115,El Cajon T.C. - SDSU T.C.,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=115,000099,FFFFFF,Bus,115_2_82_115,"(0, 0, 153)","(255, 255, 255)",50500.13509365833
146,115_3_76,115,115,El Cajon T.C. - SDSU T.C.,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=115,000099,FFFFFF,Bus,115_3_76_115,"(0, 0, 153)","(255, 255, 255)",48620.862226185185
147,115_3_77,115,115,El Cajon T.C. - SDSU T.C.,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=115,000099,FFFFFF,Bus,115_3_77_115,"(0, 0, 153)","(255, 255, 255)",59259.27531549691
148,115_3_80,115,115,El Cajon T.C. - SDSU T.C.,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=115,000099,FFFFFF,Bus,115_3_80_115,"(0, 0, 153)","(255, 255, 255)",26651.23005027128
149,115_3_84,115,115,El Cajon T.C. - SDSU T.C.,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=115,000099,FFFFFF,Bus,115_3_84_115,"(0, 0, 153)","(255, 255, 255)",15393.876042712984
150,11_0_314,11,11,SDSU - Downtown San Diego,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=11,000099,FFFFFF,Bus,11_0_314_11,"(0, 0, 153)","(255, 255, 255)",52222.18644210166
151,11_0_317,11,11,SDSU - Downtown San Diego,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=11,000099,FFFFFF,Bus,11_0_317_11,"(0, 0, 153)","(255, 255, 255)",55807.76860948264
152,11_1_315,11,11,SDSU - Downtown San Diego,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=11,000099,FFFFFF,Bus,11_1_315_11,"(0, 0, 153)","(255, 255, 255)",55120.538296900966
153,11_1_316,11,11,SDSU - Downtown San Diego,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=11,000099,FFFFFF,Bus,11_1_316_11,"(0, 0, 153)","(255, 255, 255)",36370.869499774424
154,11_1_318,11,11,SDSU - Downtown San Diego,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=11,000099,FFFFFF,Bus,11_1_318_11,"(0, 0, 153)","(255, 255, 255)",61797.39853102585
155,120_0_127,120,120,Downtown San Diego - Kearny Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=120,000099,FFFFFF,Bus,120_0_127_120,"(0, 0, 153)","(255, 255, 255)",29084.34471322972
156,120_0_133,120,120,Downtown San Diego - Kearny Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=120,000099,FFFFFF,Bus,120_0_133_120,"(0, 0, 153)","(255, 255, 255)",67806.66014052539
157,120_0_135,120,120,Downtown San Diego - Kearny Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=120,000099,FFFFFF,Bus,120_0_135_120,"(0, 0, 153)","(255, 255, 255)",54023.328580033296
158,120_1_131,120,120,Downtown San Diego - Kearny Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=120,000099,FFFFFF,Bus,120_1_131_120,"(0, 0, 153)","(255, 255, 255)",62839.04998853722
159,120_1_132,120,120,Downtown San Diego - Kearny Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=120,000099,FFFFFF,Bus,120_1_132_120,"(0, 0, 153)","(255, 255, 255)",25073.854009704977
160,120_1_134,120,120,Downtown San Diego - Kearny Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=120,000099,FFFFFF,Bus,120_1_134_120,"(0, 0, 153)","(255, 255, 255)",46213.58267183667
161,12_2_11,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,12_2_11_12,"(0, 0, 153)","(255, 255, 255)",20839.431985513966
162,12_2_27,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,12_2_27_12,"(0, 0, 153)","(255, 255, 255)",49147.71630981272
163,12_3_24,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,12_3_24_12,"(0, 0, 153)","(255, 255, 255)",25543.02322402561
164,12_3_26,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,12_3_26_12,"(0, 0, 153)","(255, 255, 255)",52285.83534786527
165,12_3_28,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,12_3_28_12,"(0, 0, 153)","(255, 255, 255)",50947.87155989095
166,12_3_29,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,12_3_29_12,"(0, 0, 153)","(255, 255, 255)",27418.414045650006
167,13_0_173,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,13_0_173_13,"(0, 0, 153)","(255, 255, 255)",39620.48373119012
168,13_0_197,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,13_0_197_13,"(0, 0, 153)","(255, 255, 255)",65570.5724276047
169,13_0_198,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,13_0_198_13,"(0, 0, 153)","(255, 255, 255)",25950.08869641455
170,13_1_193,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,13_1_193_13,"(0, 0, 153)","(255, 255, 255)",65490.137269301726
171,13_1_194,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,13_1_194_13,"(0, 0, 153)","(255, 255, 255)",56644.85639459873
