the_geom,objectid,stop_uid,stop_agency,stop_id,stop_name,lat,lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place
POINT (-117.101279750073 32.56911426979),"3,786",MTS_99443,MTS,99443,Satellite Bl & 15th St,32.56911427,-117.10127975,99443.0,0,,1.0,F-E/B,
POINT (-117.023671550113 32.618230579578),"2,719",MTS_99151,MTS,99151,Medical Center Ct & Sharp Chula Vista Medical Cent,32.61823058,-117.02367155,99151.0,0,,1.0,M-Street-S/B,shchvi
POINT (-117.348125000478 33.292646000135),"4,644",NCTD_20417,NCTD,20417,E St & 10th St,33.292646,-117.348125,20417.0,0,,,N-W/B,22area
POINT (-117.114970129593 32.959009189867),"3,613",MTS_12120,MTS,12120,Rancho Penasquitos Bl & Carmel Mountain Rd,32.95900919,-117.11497013,12120.0,0,,1.0,F-E/B,
POINT (-117.173587280034 32.907031469751),"2,798",MTS_13207,MTS,13207,Mira Mesa Bl & Viper Wy,32.90703147,-117.17358728,13207.0,0,,1.0,F-E/B,
POINT (-116.820151739832 32.857982680283),"3,173",MTS_40487,MTS,40487,Olde Hwy 80 & Dunbar Ln,32.85798268,-116.82015174,40487.0,0,,2.0,F-W/B,
POINT (-117.169151919549 32.76547104041),"1,657",MTS_75046,MTS,75046,Fashion Valley Station,32.76547104,-117.16915192,75046.0,0,favS,0.0,,favS
POINT (-117.233573429614 32.752373180077),"4,289",MTS_13348,MTS,13348,West Point Loma Bl & Mentone St,32.75237318,-117.23357343,13348.0,0,,1.0,M-Street-W/B,
POINT (-117.108085550092 32.678583429749),"3,061",MTS_11715,MTS,11715,National City Bl & W 5th St,32.67858343,-117.10808555,11715.0,0,,1.0,N-S/B,
POINT (-117.24939400017 33.23206500031),"5,209",NCTD_21658,NCTD,21658,N Santa Fe Av & Paseo Marguerita,33.232065,-117.249394,21658.0,0,,,F-N/B,
POINT (-117.095689120068 32.732303289615),"1,997",MTS_60632,MTS,60632,Home Av & 46th St,32.73230329,-117.09568912,60632.0,0,,0.0,F-N/B,
POINT (-117.010269239956 32.769856669696),"2,411",MTS_11477,MTS,11477,La Mesa Bl & Glen St,32.76985667,-117.01026924,11477.0,0,,1.0,F-W/B,
POINT (-116.976325209475 32.716166220349),"2,256",MTS_40831,MTS,40831,Jamacha Bl & Whitestone Rd,32.71616622,-116.97632521,40831.0,0,,2.0,F-E/B,
POINT (-117.233737999653 32.870182000329),"6,114",NCTD_89007,NCTD,89007,Villa La Jolla Dr & Holiday Ct,32.870182,-117.233738,89007.0,0,,,N-N/B,
POINT (-117.153151130085 32.811517700397),"1,179",MTS_99047,MTS,99047,Convoy St & Aero Dr,32.8115177,-117.15315113,99047.0,0,,2.0,F-N/B,
POINT (-117.155826969491 32.777707839782),"2,907",MTS_91130,MTS,91130,Mission Valley Rd & Mission Center Rd,32.77770784,-117.15582697,91130.0,0,,1.0,N-S/B,mivmic
POINT (-117.250767999858 33.169329000045),"5,451",NCTD_22093,NCTD,22093,Melrose Dr & Shadowridge Meadows Apts,33.169329,-117.250768,22093.0,0,,,M-Street-E/B,
POINT (-117.031834000527 33.155079999922),"5,876",NCTD_24339,NCTD,24339,Valley Pkwy & Beven Rd,33.15508,-117.031834,24339.0,0,,,F-S/B,
POINT (-117.154565660099 32.716351009766),113,MTS_12782,MTS,12782,11th Av & Broadway,32.71635101,-117.15456566,12782.0,0,11tbro,1.0,F-N/B,11tbro
POINT (-117.076867000408 33.144271999857),"5,783",NCTD_24025,NCTD,24025,El Norte Pkwy & Ash St,33.144272,-117.076867,24025.0,0,,,F-E/B,
POINT (-117.183354339754 32.877122919964),"2,836",MTS_11210,MTS,11210,Miramar Rd & Miramar Mall,32.87712292,-117.18335434,11210.0,0,,1.0,F-W/B,mirmal
POINT (-117.055140000183 33.131739000347),"4,626",NCTD_20378,NCTD,20378,Grand Av & Fernwood Av,33.131739,-117.05514,20378.0,0,,,N-E/B,
POINT (-117.241259999691 32.89407800028),"4,413",NCTD_11882,NCTD,11882,N Torrey Pines Rd & Scripps Clinic Drwy,32.894078,-117.24126,11882.0,0,,,F-S/B,scripp
POINT (-117.291177999567 33.179297000242),"4,547",NCTD_20227,NCTD,20227,Lake Bl & Esplanade St,33.179297,-117.291178,20227.0,0,,,F-E/B,
POINT (-117.247416999605 33.167560999637),"5,210",NCTD_21660,NCTD,21660,Melrose Dr & Buena Vista Dr,33.167561,-117.247417,21660.0,0,,,F-N/B,
POINT (-117.109305669708 32.747728069656),"4,304",MTS_88879,MTS,88879,Wightman St & 40th St,32.74772807,-117.10930567,88879.0,0,,0.0,F-E/B,
POINT (-117.203787050397 32.852510500333),"1,781",MTS_12678,MTS,12678,Genesee Av & Radcliffe Ln,32.8525105,-117.20378705,12678.0,0,,0.0,M-Street-N/B,
POINT (-117.247848999894 33.228659000014),"6,047",NCTD_25060,NCTD,25060,N Santa Fe Ave & Adobe Estates Dr,33.228659,-117.247849,25060.0,0,,,F-S/B,
POINT (-116.873861229979 33.039255630336),"2,587",MTS_89038,MTS,89038,Main St & 13th St,33.03925563,-116.87386123,89038.0,0,,0.0,F-S/B,
POINT (-117.161175030394 32.71725334039),312,MTS_12036,MTS,12036,4th Av & B St,32.71725334,-117.16117503,12036.0,0,,1.0,M-Street-S/B,4thB
POINT (-117.175114000064 33.145786000135),"4,798",NCTD_20723,NCTD,20723,Mission Rd & Crusaders Way,33.145786,-117.175114,20723.0,0,,,F-W/B,
POINT (-117.297255000221 33.26525599977),"5,078",NCTD_21374,NCTD,21374,Vandegrift Bl & Castellano Way,33.265256,-117.297255,21374.0,0,,,F-N/B,
POINT (-117.093284560305 32.704285059787),"2,113",MTS_10997,MTS,10997,Imperial Av & 47th St,32.70428506,-117.09328456,10997.0,0,,1.0,N-W/B,imp47
POINT (-117.196260249651 32.755187860073),"2,317",MTS_88911,MTS,88911,Juan St & Mason St,32.75518786,-117.19626025,88911.0,0,,0.0,N-E/B,
POINT (-117.170069000414 32.716894999935),"6,109",NCTD_28107,NCTD,28107,San Diego - Santa Fe Depot,32.716895,-117.170069,28107.0,0,,,,CSTSDS
POINT (-117.149162770304 32.711638340305),"2,643",MTS_10866,MTS,10866,Market St & 16th St,32.71163834,-117.14916277,10866.0,0,,1.0,N-W/B,16mar
POINT (-117.129295609782 32.69275093034),"2,596",MTS_10165,MTS,10165,Main St & 30th St,32.69275093,-117.12929561,10165.0,0,,1.0,F-E/B,
POINT (-117.117413540168 32.763251789982),436,MTS_10198,MTS,10198,Adams Av & 35th St,32.76325179,-117.11741354,10198.0,0,,1.0,N-E/B,
POINT (-117.200193160456 32.76906820018),"2,932",MTS_10806,MTS,10806,Morena Bl & Buenos Av,32.7690682,-117.20019316,10806.0,0,,1.0,N-N/B,
POINT (-117.270411000422 33.239524000103),"4,558",NCTD_20245,NCTD,20245,N Santa Fe Av & Champlain St,33.239524,-117.270411,20245.0,0,,,F-E/B,
POINT (-117.113448920005 32.755363899618),"1,448",MTS_10960,MTS,10960,El Cajon Bl & 37th St,32.7553639,-117.11344892,10960.0,0,,1.0,N-W/B,
POINT (-116.962618610478 32.787802739613),"4,239",MTS_40436,MTS,40436,Washington Av & Magnolia Av,32.78780274,-116.96261861,40436.0,0,,1.0,F-W/B,
POINT (-117.27602199966 33.048892000319),"4,752",NCTD_20639,NCTD,20639,Encinitas Bl & Delphinium St,33.048892,-117.276022,20639.0,0,,,F-W/B,
POINT (-117.171380260058 32.783757640165),"2,476",MTS_12724,MTS,12724,Linda Vista Rd & Comstock St,32.78375764,-117.17138026,12724.0,0,,1.0,F-N/B,comlin
POINT (-116.978716840419 32.807247689703),"1,678",MTS_40179,MTS,40179,Fletcher Pkwy & Cuyamaca St,32.80724769,-116.97871684,40179.0,0,,1.0,F-E/B,
POINT (-117.214995470441 32.741468049961),"3,647",MTS_11568,MTS,11568,Rosecrans St & Goldsmith St,32.74146805,-117.21499547,11568.0,0,,1.0,N-W/B,
POINT (-117.093381749473 32.712065399926),297,MTS_12527,MTS,12527,47th St & Guymon St,32.7120654,-117.09338175,12527.0,0,,1.0,N-N/B,
POINT (-117.093693510008 32.714066919624),294,MTS_12151,MTS,12151,47th St & Craigie St,32.71406692,-117.09369351,12151.0,0,,2.0,F-S/B,
POINT (-117.105232500015 32.704081850221),"2,140",MTS_10598,MTS,10598,Imperial Av & Messina Wy,32.70408185,-117.1052325,10598.0,0,,1.0,F-E/B,
POINT (-117.065128000286 33.126130999654),"5,921",NCTD_24862,NCTD,24862,San Pasqual Valley Rd & 2nd Av,33.126131,-117.065128,24862.0,0,,,F-S/B,ashgra
POINT (-116.947871249526 32.795074250247),"1,294",MTS_41277,MTS,41277,E Main St & Anza St,32.79507425,-116.94787125,41277.0,0,,1.0,N-W/B,emaanz
POINT (-117.295062000328 33.168717000015),"5,790",NCTD_24046,NCTD,24046,College Bl & Carlsbad Village Dr,33.168717,-117.295062,24046.0,0,,,F-N/B,
POINT (-117.090595049784 32.946556190063),"3,561",MTS_40343,MTS,40343,Poway Rd & Creekview Dr,32.94655619,-117.09059505,40343.0,0,,1.0,F-W/B,
POINT (-116.941038350478 32.738769010065),"3,619",MTS_41234,MTS,41234,Rancho San Diego Towne Center & Transit Center,32.73876901,-116.94103835,41234.0,0,,2.0,M-Special_Loc,rantow
POINT (-117.31081899985 33.320655999972),"6,069",NCTD_25090,NCTD,25090,Vandergrift Blvd & De Luz Rd,33.320656,-117.310819,25090.0,0,,,,
POINT (-116.958906070292 32.817323510405),"1,873",MTS_40554,MTS,40554,Graves Av & Graves Ln,32.81732351,-116.95890607,40554.0,0,,1.0,N-S/B,
POINT (-117.108675359772 32.750031580401),98,MTS_i15unn,MTS,i15unn,University & I-15,32.75003158,-117.10867536,,1,,0.0,,
POINT (-117.084171859905 32.568854820073),"1,986",MTS_60419,MTS,60419,Hollister St & Iris Av,32.56885482,-117.08417186,60419.0,0,,1.0,F-S/B,
POINT (-117.306740000243 33.289192999585),"5,432",NCTD_22065,NCTD,22065,Vandegrift Bl & Base Stables,33.289193,-117.30674,22065.0,0,,,M-Special_Loc,
POINT (-117.142112629857 32.905478869674),"1,805",MTS_60697,MTS,60697,Gold Coast Dr & Drumcliff Av,32.90547887,-117.14211263,60697.0,0,,1.0,F-W/B,
POINT (-116.845168749999 33.051242649872),"2,034",MTS_98032,MTS,98032,Hwy 78 & Magnolia Av,33.05124265,-116.84516875,98032.0,0,,2.0,F-W/B,
POINT (-117.10826209992 32.749477059584),"2,087",MTS_13489,MTS,13489,I-15 Ramp & University Av,32.74947706,-117.1082621,13489.0,0,,1.0,N-N/B,i15une
POINT (-117.100618160475 32.671249969641),"1,237",MTS_50194,MTS,50194,D Av & E 15th St,32.67124997,-117.10061816,50194.0,0,,1.0,N-S/B,
POINT (-117.28605100044 33.144604999971),"4,982",NCTD_21128,NCTD,21128,El Camino Real & Sunny Creek Rd,33.144605,-117.286051,21128.0,0,,,F-E/B,
POINT (-117.287805999621 33.154677999768),"6,013",NCTD_24991,NCTD,24991,Cannon Rd & College Bl,33.154678,-117.287806,24991.0,0,,,F-W/B,cancol
POINT (-117.033522989808 32.547477409922),"3,741",MTS_60368,MTS,60368,San Ysidro Bl & Border Village Rd,32.54747741,-117.03352299,60368.0,0,,1.0,N-N/B,
POINT (-117.10497356033 32.898600739613),"4,306",MTS_11356,MTS,11356,Willow Creek Rd & Aviary Dr,32.89860074,-117.10497356,11356.0,0,,1.0,F-W/B,
POINT (-117.107983120521 32.661843860425),6,MTS_24tro,MTS,24tro,24th Street Transit Center,32.66184386,-117.10798312,,1,,0.0,,
POINT (-117.033400180021 32.614840429588),"1,356",MTS_39040,MTS,39040,E Palomar St & Oleander Av,32.61484043,-117.03340018,39040.0,0,,1.0,N-W/B,
POINT (-117.061470869835 32.628904099854),"1,980",MTS_30305,MTS,30305,Hilltop Dr & Telegraph Canyon Rd,32.6289041,-117.06147087,30305.0,0,,1.0,N-S/B,
POINT (-117.17537208948 32.805386119893),"1,765",MTS_12711,MTS,12711,Genesee Av & Marlesta Dr,32.80538612,-117.17537209,12711.0,0,,1.0,F-N/B,
POINT (-117.307161999472 33.078664999609),"5,354",NCTD_21934,NCTD,21934,Hwy 101 & Bishops Gate Rd,33.078665,-117.307162,21934.0,0,,,M-Street-S/B,
POINT (-117.129962810355 32.747224340146),233,MTS_12479,MTS,12479,30th St & North Park Wy,32.74722434,-117.12996281,12479.0,0,,1.0,N-N/B,
POINT (-117.193617000409 32.895921999878),"6,209",NCTD_99202,NCTD,99202,Mira Mesa Bl & Lusk Bl,32.895922,-117.193617,99202.0,0,,,F-W/B,obemir
POINT (-116.875219999927 33.03847399995),"5,674",NCTD_22725,NCTD,22725,Main St & 14th St,33.038474,-116.87522,22725.0,0,,,F-S/B,
POINT (-117.032637739936 32.693278660102),"3,382",MTS_60719,MTS,60719,Paradise Valley Rd & Parkwood Dr,32.69327866,-117.03263774,60719.0,0,,1.0,F-E/B,
POINT (-117.254890000493 33.131993000006),"5,523",NCTD_22415,NCTD,22415,Loker Av West & 2788,33.131993,-117.25489,22415.0,0,,,M-Special_Loc,
POINT (-117.084849530478 32.703680070368),"1,578",MTS_12892,MTS,12892,Euclid Av & Manzanares Wy,32.70368007,-117.08484953,12892.0,0,,1.0,F-N/B,
POINT (-117.318318999612 33.131019999862),"5,724",NCTD_22829,NCTD,22829,Armada Dr & Fleet St North,33.13102,-117.318319,22829.0,0,,,F-S/B,armleS
POINT (-117.312647999539 33.302265999975),"4,959",NCTD_21082,NCTD,21082,Vandegrift Bl & Mcx Rd,33.302266,-117.312648,21082.0,0,,,N-S/B,
POINT (-117.103526349912 32.667538629806),"3,039",MTS_50163,MTS,50163,National City Bl & 18th St,32.66753863,-117.10352635,50163.0,0,,1.0,F-N/B,nat18t
POINT (-117.285411000534 33.056027999973),"5,181",NCTD_21608,NCTD,21608,Saxony Rd & Silver Berry Pl,33.056028,-117.285411,21608.0,0,,,F-N/B,
POINT (-116.971239680226 32.787604250022),"4,232",MTS_40059,MTS,40059,Washington Av & Johnson Av,32.78760425,-116.97123968,40059.0,0,,1.0,N-E/B,
POINT (-117.337296999937 33.166499999933),"5,744",NCTD_22905,NCTD,22905,Carlsbad Village Dr & Highland Dr (E),33.1665,-117.337297,22905.0,0,,,N-W/B,
POINT (-117.090010000268 33.143656000358),"5,254",NCTD_21732,NCTD,21732,Broadway & Sheridan Av,33.143656,-117.09001,21732.0,0,,,F-N/B,
POINT (-117.273751000522 33.120159000264),"6,152",NCTD_92102,NCTD,92102,Yarrow Dr & Camino Vida Roble (6351),33.120159,-117.273751,92102.0,0,,,N-S/B,
POINT (-117.083306349947 32.725788419904),364,MTS_12172,MTS,12172,54th St & Haniman St,32.72578842,-117.08330635,12172.0,0,,1.0,F-S/B,
POINT (-117.121537999928 33.12650099988),"5,751",NCTD_22920,NCTD,22920,Auto Park Wy & Ross Dr,33.126501,-117.121538,22920.0,0,,,F-E/B,
POINT (-117.284950999612 33.13197400015),"5,594",NCTD_22540,NCTD,22540,Aston Av & Rutherford Rd,33.131974,-117.284951,22540.0,0,,,F-W/B,
POINT (-117.229346089699 32.740469929981),"4,181",MTS_11143,MTS,11143,Voltaire St & Poinsettia Dr,32.74046993,-117.22934609,11143.0,0,,1.0,F-W/B,volpoi
POINT (-117.225288999873 32.868524999772),"4,402",NCTD_11151,NCTD,11151,Nobel Dr & Lebon Dr,32.868525,-117.225289,11151.0,0,,,F-W/B,nobleb
POINT (-117.128608849591 32.831602250187),"1,117",MTS_13111,MTS,13111,Clairemont Mesa Bl & Ruffin Rd,32.83160225,-117.12860885,13111.0,0,,1.0,F-W/B,claove
POINT (-117.129964179979 32.744104770387),216,MTS_12478,MTS,12478,30th St & Dwight St,32.74410477,-117.12996418,12478.0,0,,1.0,N-N/B,
POINT (-117.066802659839 32.567352420105),"2,022",MTS_60583,MTS,60583,Howard Av & Via Suspiro,32.56735242,-117.06680266,60583.0,0,,2.0,N-S/B,
POINT (-117.131127999671 33.136939000287),"4,802",NCTD_20730,NCTD,20730,Mission Rd & Avenida Chapala,33.136939,-117.131128,20730.0,0,,,N-W/B,
POINT (-116.922500859671 32.857107860173),"4,381",MTS_40684,MTS,40684,Woodside Av & River St,32.85710786,-116.92250086,40684.0,0,,1.0,N-E/B,
POINT (-117.08402827948 32.711708490124),"3,682",MTS_10638,MTS,10638,Roswell St & 51st St,32.71170849,-117.08402828,10638.0,0,,0.0,N-E/B,
POINT (-117.08665119014 32.696906559678),"2,529",MTS_11382,MTS,11382,Logan Av & Euclid Av,32.69690656,-117.08665119,11382.0,0,,1.0,F-W/B,logeuc
POINT (-116.956846630161 32.553108650328),"3,833",MTS_99332,MTS,99332,Siempre Viva Rd & Melksee St,32.55310865,-116.95684663,99332.0,0,,1.0,F-E/B,
POINT (-117.099983680449 32.576428689737),"1,196",MTS_60033,MTS,60033,Coronado Av & Atwater St,32.57642869,-117.09998368,60033.0,0,,1.0,M-Street-E/B,
POINT (-117.093797890394 32.708329539946),308,MTS_88891,MTS,88891,47th St Trolley Station,32.70832954,-117.09379789,88891.0,0,,0.0,N-S/B,
POINT (-117.093591840113 32.700726400058),305,MTS_12880,MTS,12880,47th St & Ocean View Bl,32.7007264,-117.09359184,12880.0,0,,1.0,F-N/B,
POINT (-117.052170439885 32.604530480412),"1,963",MTS_30603,MTS,30603,Hilltop Dr & E Rienstra Dr,32.60453048,-117.05217044,30603.0,0,,1.0,M-Street-S/B,
POINT (-117.365342000024 33.197025999611),"4,446",NCTD_20020,NCTD,20020,Division St & Country Club Ln,33.197026,-117.365342,20020.0,0,,,N-E/B,osdsnN
POINT (-117.055318059907 32.600673609641),"3,217",MTS_30110,MTS,30110,Orange Av & Connoly Av,32.60067361,-117.05531806,30110.0,0,,0.0,F-E/B,
POINT (-117.088365999791 33.139984999552),"5,977",NCTD_24936,NCTD,24936,El Norte Pkwy & Broadway,33.139985,-117.088366,24936.0,0,,,F-E/B,brenpN
POINT (-116.86807441956 32.704141060098),"2,061",MTS_88893,MTS,88893,Hwy 94 & Jamul Casino,32.70414106,-116.86807442,88893.0,0,,0.0,N-N/B,
POINT (-117.154534310075 32.711395670019),117,MTS_12441,MTS,12441,11th Av & Market St,32.71139567,-117.15453431,12441.0,0,,1.0,N-N/B,
POINT (-116.965471990078 32.787772490303),"4,244",MTS_40431,MTS,40431,Washington Av & Sunshine Av,32.78777249,-116.96547199,40431.0,0,,1.0,F-W/B,
POINT (-117.045019320413 32.686891670142),"4,355",MTS_60716,MTS,60716,Woodman St & Alcona St,32.68689167,-117.04501932,60716.0,0,,0.0,F-N/B,
POINT (-117.089321999946 33.138999999604),"5,037",NCTD_21240,NCTD,21240,Broadway & El Norte Pkwy,33.139,-117.089322,21240.0,0,,,F-S/B,brenpS
POINT (-116.876550540038 32.844849459898),"3,121",MTS_40480,MTS,40480,Old Hwy 80 & 14232 (Pecan Park Ln),32.84484946,-116.87655054,40480.0,0,,2.0,F-W/B,
POINT (-117.080535210425 32.713972079641),"3,688",MTS_41049,MTS,41049,Roswell St & Hilltop Dr,32.71397208,-117.08053521,41049.0,0,,0.0,F-E/B,
POINT (-117.246942409714 32.871445229827),"2,381",MTS_12626,MTS,12626,La Jolla Shores Dr & Horizon Way,32.87144523,-117.24694241,12626.0,0,,1.0,F-E/B,
POINT (-116.855190450324 33.051130849781),"1,389",MTS_98030,MTS,98030,Earlham St & Thomsen Wy (Health Clinic),33.05113085,-116.85519045,98030.0,0,,2.0,N-E/B,
POINT (-117.042484100363 32.772290089814),408,MTS_75033,MTS,75033,70th Street Station,32.77229009,-117.0424841,75033.0,0,70tS,0.0,,70tS
POINT (-117.330128999948 33.2291509998),"4,726",NCTD_20590,NCTD,20590,El Camino Real & Coco Palms Dr,33.229151,-117.330129,20590.0,0,,,F-W/B,
POINT (-116.597678730342 33.076555070148),"2,025",MTS_98013,MTS,98013,Hwy 78 & 2nd St,33.07655507,-116.59767873,98013.0,0,,2.0,F-W/B,
POINT (-117.114139090416 32.580991599588),427,MTS_60397,MTS,60397,9th St & Elm Av,32.5809916,-117.11413909,60397.0,0,,1.0,F-N/B,
POINT (-117.108732020382 32.680893159561),"3,043",MTS_12503,MTS,12503,National City Bl & 2nd St,32.68089316,-117.10873202,12503.0,0,,1.0,N-N/B,
POINT (-117.078402949594 32.661789779949),"1,588",MTS_99002,MTS,99002,Euclid Av & Sweetwater Rd,32.66178978,-117.07840295,99002.0,0,,1.0,F-N/B,eucswt
POINT (-117.075127999696 33.107399999762),"4,911",NCTD_20971,NCTD,20971,Escondido Bl & 15th Av,33.1074,-117.075128,20971.0,0,,,F-S/B,
POINT (-117.281850999773 33.208605000435),"4,749",NCTD_20635,NCTD,20635,Oceanside Bl & Arroyo Av,33.208605,-117.281851,20635.0,0,,,F-W/B,
POINT (-117.149082949669 32.821425560125),"2,729",MTS_90049,MTS,90049,Mercury St & Balboa Av,32.82142556,-117.14908295,90049.0,0,,1.0,F-S/B,
POINT (-117.109329790444 32.749901149567),"2,086",MTS_13487,MTS,13487,I-15 Ramp & University Av,32.74990115,-117.10932979,13487.0,0,,1.0,N-S/B,i15uw1
POINT (-117.130234900517 32.751996559877),234,MTS_12082,MTS,12082,30th St & Polk Av,32.75199656,-117.1302349,12082.0,0,,1.0,F-S/B,
POINT (-117.144704190034 32.706379880196),"2,090",MTS_10874,MTS,10874,Imperial Av & 21st St,32.70637988,-117.14470419,10874.0,0,,1.0,N-W/B,
POINT (-117.349204999737 33.152391999918),"4,847",NCTD_20829,NCTD,20829,Carlsbad Bl & Maple Ave,33.152392,-117.349205,20829.0,0,,,N-S/B,
POINT (-116.937266479724 32.800124980253),"2,552",MTS_40084,MTS,40084,Madison Av & 2nd St,32.80012498,-116.93726648,40084.0,0,,1.0,N-E/B,mad2nd
POINT (-117.045031860328 32.686479309842),"4,364",MTS_60725,MTS,60725,Woodman St & Doriana St,32.68647931,-117.04503186,60725.0,0,,1.0,M-Street-S/B,
POINT (-117.132115969658 32.905440680295),"1,806",MTS_60783,MTS,60783,Gold Coast Dr & Gold Coast Pl,32.90544068,-117.13211597,60783.0,0,,1.0,N-E/B,
POINT (-117.006422920081 32.619711660087),"1,362",MTS_39032,MTS,39032,E Palomar St & Santa Maria Rd,32.61971166,-117.00642292,39032.0,0,,1.0,F-E/B,
POINT (-117.347937999481 33.292766000156),"4,516",NCTD_20177,NCTD,20177,E Av & 10th St,33.292766,-117.347938,20177.0,0,,,F-E/B,22area
POINT (-117.05257446976 32.666382979805),"3,443",MTS_60707,MTS,60707,Parkside Av & Vesuvia Wy,32.66638298,-117.05257447,60707.0,0,,0.0,M-Street-N/B,
POINT (-117.245582000404 33.352496999791),"5,626",NCTD_22624,NCTD,22624,S Mission Rd & Sterling Br,33.352497,-117.245582,22624.0,0,,,F-N/B,fbhsN
POINT (-117.322644000231 33.250126999555),"5,629",NCTD_22632,NCTD,22632,Douglas Dr & Point Degada,33.250127,-117.322644,22632.0,0,,,N-N/B,
POINT (-117.266353000163 33.19415500017),"4,762",NCTD_20660,NCTD,20660,W Vista Way & Santa Clara Dr,33.194155,-117.266353,20660.0,0,,,F-W/B,
POINT (-117.23546900047 33.209152999623),"4,777",NCTD_20696,NCTD,20696,E Vista Way & Townsite Dr,33.209153,-117.235469,20696.0,0,,,F-S/B,
POINT (-117.080407379568 33.016854350276),"3,603",MTS_99472,MTS,99472,Rancho Bernardo Transit Station,33.01685435,-117.08040738,99472.0,0,,1.0,M-TC-Bus,ranbrt
POINT (-117.212799660331 32.744093549861),"3,658",MTS_12665,MTS,12665,Rosecrans St & Lytton St,32.74409355,-117.21279966,12665.0,0,,1.0,F-W/B,
POINT (-117.079615849622 32.603513700454),"3,362",MTS_30224,MTS,30224,Palomar St & Broadway,32.6035137,-117.07961585,30224.0,0,,1.0,F-W/B,
POINT (-117.062999999639 33.124392000173),"6,074",NCTD_26000,NCTD,26000,San Pasqual Valley Rd & Oak Hill Dr,33.124392,-117.063,26000.0,0,,,,
POINT (-116.93311238994 32.791946589948),"2,290",MTS_40669,MTS,40669,Jamacha Rd & Lexington Av,32.79194659,-116.93311239,40669.0,0,,1.0,F-S/B,lexjam
POINT (-117.271254000338 33.192166000181),"4,469",NCTD_20075,NCTD,20075,W Vista Way & Hill Dr,33.192166,-117.271254,20075.0,0,,,N-E/B,
POINT (-117.058024619657 33.003757600378),"3,537",MTS_40591,MTS,40591,Pomerado Rd & Stone Canyon Rd,33.0037576,-117.05802462,40591.0,0,,1.0,F-S/B,
POINT (-117.389372000238 33.231846000217),"4,444",NCTD_20007,NCTD,20007,Vandegrift Bl & Ash Rd,33.231846,-117.389372,20007.0,0,,,N-N/B,
POINT (-117.40483399993 33.252678999758),"4,919",NCTD_20991,NCTD,20991,Stuart Mesa & Vaughn,33.252679,-117.404834,20991.0,0,,,F-N/B,
POINT (-117.082093460451 33.029881809576),"4,268",MTS_12188,MTS,12188,West Bernardo Dr & Matrinal Rd,33.02988181,-117.08209346,12188.0,0,,1.0,F-S/B,
POINT (-117.125668480164 32.706524770133),"2,102",MTS_11311,MTS,11311,Imperial Av & 32nd St,32.70652477,-117.12566848,11311.0,0,,1.0,F-W/B,imp32
POINT (-117.278874999735 33.134169999785),"5,930",NCTD_24872,NCTD,24872,Faraday Av & 2244,33.13417,-117.278875,24872.0,0,,,M-Street-W/B,
POINT (-117.213002490253 32.828416850114),"1,103",MTS_10407,MTS,10407,Clairemont Mesa Bl & Moraga Av,32.82841685,-117.21300249,10407.0,0,,1.0,F-E/B,
POINT (-117.208514209543 32.82760522992),"1,109",MTS_10413,MTS,10413,Clairemont Mesa Bl & Pocahontas Av,32.82760523,-117.20851421,10413.0,0,,1.0,F-E/B,
POINT (-117.042025320133 32.772210299924),11,MTS_70tSta,MTS,70tSta,70th St. Trolley Station,32.7722103,-117.04202532,,1,,0.0,,
POINT (-117.28819000036 33.184839000224),"5,179",NCTD_21606,NCTD,21606,Thunder Dr & Vista Way,33.184839,-117.28819,21606.0,0,,,F-N/B,thuviN
POINT (-116.976138990252 32.792064890394),"1,515",MTS_75026,MTS,75026,El Cajon Station,32.79206489,-116.97613899,75026.0,0,elcS,0.0,,elcS
POINT (-116.930956170453 32.855222810024),"4,347",MTS_40748,MTS,40748,Winter Gardens Bl & Woodside Av,32.85522281,-116.93095617,40748.0,0,,1.0,N-N/B,winwoo
POINT (-117.035210590491 32.797858780231),"2,224",MTS_10311,MTS,10311,Jackson Dr & Lake Shore Dr,32.79785878,-117.03521059,10311.0,0,,1.0,N-E/B,
POINT (-117.264758000094 33.129818000438),"5,572",NCTD_22511,NCTD,22511,Palomar Airport Rd & El Camino Real (East),33.129818,-117.264758,22511.0,0,,,F-E/B,
POINT (-117.099699999865 32.576634040233),"1,197",MTS_60144,MTS,60144,Coronado Av & Atwater St,32.57663404,-117.0997,60144.0,0,,1.0,M-Street-W/B,
POINT (-117.395368000016 33.222692000169),"4,443",NCTD_20006,NCTD,20006,Access Rd & Px,33.222692,-117.395368,20006.0,0,,,N-E/B,cpdelN
POINT (-117.192739000136 33.140440000355),"5,875",NCTD_24338,NCTD,24338,Las Posas Rd & La Mirada Dr,33.14044,-117.192739,24338.0,0,,,F-N/B,
POINT (-117.196163909838 32.729226309906),"2,979",MTS_13324,MTS,13324,N Harbor Dr & Harbor Island Dr,32.72922631,-117.19616391,13324.0,0,,1.0,N-E/B,harhis
POINT (-117.252354000238 33.214101999698),"4,887",NCTD_20918,NCTD,20918,North Dr & East Dr,33.214102,-117.252354,20918.0,0,,,N-S/B,
POINT (-116.956167529853 32.794862169634),"1,318",MTS_41255,MTS,41255,E Main St & Taft Av,32.79486217,-116.95616753,41255.0,0,,1.0,F-E/B,emaba1
