GEOID,NAME,pop_total,youth_5_17,youth_10_19,youth_5_17_per_1k,youth_10_19_per_1k,services_ct,transit_stop_ct,services_ct_per_1k_10_19,services_ct_per_1k_5_17
06073000100,Census Tract 1; San Diego County; California,2746.0,360.0,310.0,131.09978150036417,112.89147851420248,7.0,7.0,22.580645161290324,19.444444444444443
06073006500,Census Tract 65; San Diego County; California,3554.0,329.0,135.0,92.57175014068656,37.98536859876196,50.0,50.0,370.3703703703704,151.9756838905775
06073006600,Census Tract 66; San Diego County; California,2001.0,454.0,191.0,226.8865567216392,95.45227386306848,3.0,3.0,15.706806282722512,6.607929515418502
06073006801,Census Tract 68.01; San Diego County; California,3299.0,295.0,109.0,89.42103667778115,33.04031524704456,6.0,6.0,55.04587155963303,20.338983050847457
06073006802,Census Tract 68.02; San Diego County; California,6017.0,346.0,299.0,57.50373940501911,49.69253780953964,10.0,10.0,33.44481605351171,28.90173410404624
06073006900,Census Tract 69; San Diego County; California,5878.0,1110.0,739.0,188.8397414086424,125.723035045934,7.0,7.0,9.472259810554803,6.306306306306307
06073007002,Census Tract 70.02; San Diego County; California,3170.0,382.0,285.0,120.50473186119874,89.90536277602524,6.0,6.0,21.05263157894737,15.706806282722512
06073007100,Census Tract 71; San Diego County; California,4296.0,361.0,217.0,84.0316573556797,50.512104283054,22.0,22.0,101.38248847926268,60.94182825484764
06073007200,Census Tract 72; San Diego County; California,5809.0,665.0,1636.0,114.47753485970048,281.6319504217593,7.0,7.0,4.278728606356968,10.526315789473685
06073007302,Census Tract 73.02; San Diego County; California,2741.0,611.0,524.0,222.91134622400585,191.1711054359723,0.0,0.0,0.0,0.0
06073007303,Census Tract 73.03; San Diego County; California,1712.0,92.0,106.0,53.73831775700935,61.91588785046729,5.0,5.0,47.16981132075472,54.34782608695652
06073007304,Census Tract 73.04; San Diego County; California,3620.0,94.0,112.0,25.96685082872928,30.939226519337016,4.0,4.0,35.714285714285715,42.5531914893617
06073007401,Census Tract 74.01; San Diego County; California,2745.0,298.0,152.0,108.56102003642988,55.37340619307832,4.0,4.0,26.31578947368421,13.422818791946309
06073007402,Census Tract 74.02; San Diego County; California,3806.0,357.0,222.0,93.79926431949552,58.32895428271151,10.0,10.0,45.04504504504504,28.011204481792717
06073007501,Census Tract 75.01; San Diego County; California,4160.0,114.0,34.0,27.403846153846153,8.173076923076923,10.0,10.0,294.11764705882354,87.71929824561404
06073007502,Census Tract 75.02; San Diego County; California,3010.0,140.0,87.0,46.51162790697674,28.90365448504983,4.0,4.0,45.97701149425287,28.571428571428573
06073007601,Census Tract 76.01; San Diego County; California,1750.0,54.0,22.0,30.857142857142858,12.571428571428571,22.0,22.0,1000.0,407.4074074074074
06073007602,Census Tract 76.02; San Diego County; California,1435.0,0.0,12.0,0.0,8.362369337979095,5.0,5.0,416.6666666666667,
06073007701,Census Tract 77.01; San Diego County; California,4243.0,185.0,135.0,43.60122554796135,31.81711053499882,8.0,8.0,59.25925925925926,43.24324324324324
06073007702,Census Tract 77.02; San Diego County; California,3188.0,138.0,136.0,43.28732747804266,42.65997490589712,7.0,7.0,51.470588235294116,50.72463768115942
06073007800,Census Tract 78; San Diego County; California,5939.0,852.0,645.0,143.45849469607677,108.60414211146656,17.0,17.0,26.356589147286822,19.953051643192488
06073007905,Census Tract 79.05; San Diego County; California,2557.0,161.0,94.0,62.964411419632384,36.76183026984748,8.0,8.0,85.1063829787234,49.68944099378882
06073007907,Census Tract 79.07; San Diego County; California,3167.0,124.0,98.0,39.15377328702242,30.944111146195137,12.0,12.0,122.44897959183673,96.7741935483871
06073007908,Census Tract 79.08; San Diego County; California,3285.0,98.0,123.0,29.83257229832572,37.44292237442922,5.0,5.0,40.65040650406504,51.02040816326531
06073007910,Census Tract 79.10; San Diego County; California,2832.0,79.0,94.0,27.8954802259887,33.19209039548023,13.0,13.0,138.29787234042553,164.55696202531647
06073007911,Census Tract 79.11; San Diego County; California,2347.0,87.0,105.0,37.06859821048147,44.73796335747763,5.0,5.0,47.61904761904762,57.47126436781609
06073007912,Census Tract 79.12; San Diego County; California,1795.0,71.0,49.0,39.55431754874652,27.29805013927577,3.0,3.0,61.224489795918366,42.25352112676056
06073008002,Census Tract 80.02; San Diego County; California,2680.0,396.0,273.0,147.76119402985074,101.86567164179104,0.0,0.0,0.0,0.0
06073008003,Census Tract 80.03; San Diego County; California,3440.0,189.0,113.0,54.94186046511628,32.848837209302324,5.0,5.0,44.24778761061947,26.455026455026456
06073008006,Census Tract 80.06; San Diego County; California,4039.0,379.0,261.0,93.83510769992571,64.6199554345135,9.0,9.0,34.48275862068966,23.7467018469657
06073008101,Census Tract 81.01; San Diego County; California,3696.0,241.0,176.0,65.2056277056277,47.61904761904762,13.0,13.0,73.86363636363636,53.941908713692946
06073008102,Census Tract 81.02; San Diego County; California,3367.0,497.0,457.0,147.6091476091476,135.72913572913572,12.0,12.0,26.2582056892779,24.14486921529175
06073008201,Census Tract 82.01; San Diego County; California,1763.0,99.0,45.0,56.154282473057286,25.524673851389675,10.0,10.0,222.22222222222223,101.01010101010101
06073008202,Census Tract 82.02; San Diego County; California,1196.0,28.0,14.0,23.41137123745819,11.705685618729095,0.0,0.0,0.0,0.0
06073008301,Census Tract 83.01; San Diego County; California,3461.0,483.0,266.0,139.55504189540596,76.85639988442647,0.0,0.0,0.0,0.0
06073008303,Census Tract 83.03; San Diego County; California,3021.0,532.0,301.0,176.1006289308176,99.63588215822575,1.0,1.0,3.3222591362126246,1.8796992481203008
06073008305,Census Tract 83.05; San Diego County; California,7705.0,103.0,4220.0,13.36794289422453,547.6963011031797,44.0,44.0,10.42654028436019,427.18446601941747
06073008306,Census Tract 83.06; San Diego County; California,2688.0,420.0,299.0,156.25,111.23511904761904,1.0,1.0,3.3444816053511706,2.380952380952381
06073008307,Census Tract 83.07; San Diego County; California,4348.0,688.0,494.0,158.23367065317387,113.61545538178471,13.0,13.0,26.31578947368421,18.8953488372093
06073008310,Census Tract 83.10; San Diego County; California,6250.0,844.0,587.0,135.04,93.92,0.0,0.0,0.0,0.0
06073008311,Census Tract 83.11; San Diego County; California,2724.0,459.0,333.0,168.5022026431718,122.2466960352423,0.0,0.0,0.0,0.0
06073008312,Census Tract 83.12; San Diego County; California,3841.0,444.0,469.0,115.59489716219734,122.103618849258,41.0,41.0,87.42004264392324,92.34234234234235
06073008313,Census Tract 83.13; San Diego County; California,2214.0,379.0,315.0,171.18337850045168,142.27642276422765,2.0,2.0,6.349206349206349,5.277044854881266
06073008324,Census Tract 83.24; San Diego County; California,7175.0,769.0,710.0,107.17770034843204,98.9547038327526,1.0,1.0,1.408450704225352,1.3003901170351104
06073008327,Census Tract 83.27; San Diego County; California,6038.0,1045.0,847.0,173.0705531632991,140.27823782709507,1.0,1.0,1.1806375442739079,0.9569377990430622
06073008328,Census Tract 83.28; San Diego County; California,7766.0,2067.0,1744.0,266.1601854236415,224.56863250064384,0.0,0.0,0.0,0.0
06073008330,Census Tract 83.30; San Diego County; California,4901.0,1177.0,742.0,240.1550703937972,151.39767394409304,0.0,0.0,0.0,0.0
06073008331,Census Tract 83.31; San Diego County; California,2766.0,615.0,556.0,222.34273318872016,201.0122921185828,0.0,0.0,0.0,0.0
06073008336,Census Tract 83.36; San Diego County; California,2086.0,401.0,294.0,192.2339405560882,140.93959731543623,0.0,0.0,0.0,0.0
06073008337,Census Tract 83.37; San Diego County; California,4996.0,875.0,677.0,175.14011208967173,135.5084067253803,0.0,0.0,0.0,0.0
06073008339,Census Tract 83.39; San Diego County; California,1882.0,66.0,44.0,35.06907545164719,23.379383634431456,39.0,39.0,886.3636363636364,590.9090909090909
06073008343,Census Tract 83.43; San Diego County; California,4165.0,290.0,320.0,69.62785114045619,76.83073229291716,5.0,5.0,15.625,17.24137931034483
06073008344,Census Tract 83.44; San Diego County; California,3460.0,642.0,393.0,185.5491329479769,113.58381502890174,3.0,3.0,7.633587786259542,4.672897196261682
06073008345,Census Tract 83.45; San Diego County; California,4204.0,632.0,371.0,150.33301617507135,88.24928639391057,2.0,2.0,5.390835579514825,3.1645569620253164
06073008346,Census Tract 83.46; San Diego County; California,4255.0,491.0,321.0,115.3936545240893,75.4406580493537,51.0,51.0,158.8785046728972,103.86965376782078
06073008347,Census Tract 83.47; San Diego County; California,6704.0,770.0,558.0,114.85680190930788,83.23389021479714,0.0,0.0,0.0,0.0
06073008348,Census Tract 83.48; San Diego County; California,4935.0,477.0,243.0,96.65653495440728,49.24012158054711,4.0,4.0,16.46090534979424,8.385744234800839
06073008349,Census Tract 83.49; San Diego County; California,3822.0,463.0,268.0,121.14076399790686,70.12035583464154,8.0,8.0,29.850746268656717,17.278617710583152
06073008350,Census Tract 83.50; San Diego County; California,6334.0,723.0,491.0,114.14587938111778,77.51815598358067,51.0,51.0,103.86965376782078,70.53941908713693
